pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GOBP_NADH_METABOLIC_PROCESS,0.003501491375956426,0.1644486631862047,-0.5324701473732958,-1.813611942221074,26,25,
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.003503010399562124,0.1644486631862047,-0.3613233118663637,-1.6126674425278085,31,101,
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.0035374149659863946,0.1644486631862047,-0.5756801361898255,-1.8015942328226904,25,18,
GOBP_RESPONSE_TO_NITROGEN_COMPOUND,0.003274327228077356,0.1644486631862047,-0.3026196666876192,-1.4760199408280135,31,228,
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,0.0036486838676048996,0.1656119555173183,-0.5435713184473528,-1.8309944576246404,27,24,
GOBP_POSITIVE_REGULATION_OF_COAGULATION,0.003728133065672498,0.1656119555173183,-0.6425503541662254,-1.8337531818570234,25,13,
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.004096092106719805,0.17800191568114979,-0.37083959311371656,-1.627872769516096,36,90,
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS,0.004212004212004212,0.17914460467651958,-0.41695231287986634,-1.693759465834064,35,56,
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.004526593738211996,0.18097321765371557,-0.4925233597672115,-1.7806405491976633,35,32,
GOBP_RESPONSE_TO_CADMIUM_ION,0.004398240703718513,0.18097321765371557,-0.5534326859198521,-1.7998568563337618,32,21,
GOBP_T_CELL_ACTIVATION,0.0045144113902072,0.18097321765371557,-0.401096426131981,-1.6575700725326261,38,62,
GOBP_LYMPHOCYTE_ACTIVATION,0.004981733643307871,0.1915093375571622,-0.3660038210718417,-1.606645204356565,44,90,
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,0.004900916258256978,0.1915093375571622,-0.3364387550919792,-1.5525408608545344,45,132,
GOBP_FATTY_ACID_BETA_OXIDATION,0.00510140599726266,0.19240963374581244,-0.4726851025746036,-1.7420164542093926,40,35,
GOBP_PYRUVATE_METABOLIC_PROCESS,0.005695687550854353,0.21084591507699726,-0.4001721836249718,-1.6469491790448547,48,61,
GOBP_REGULATION_OF_TUBE_SIZE,0.005874840357598978,0.2135237431789156,-0.5020225955202079,-1.75767524872335,45,28,
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.006048874909266876,0.21592323113615153,-0.4425172370462378,-1.6983871557219714,49,42,
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,0.006285957809503516,0.22044964317890403,-0.3314724638969591,-1.5296232573071582,58,132,
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,0.006646867486918399,0.2276360919927667,-0.6075095277473159,-1.7732929731097462,46,14,
GOBP_FIBROBLAST_PROLIFERATION,0.0067186240257995165,0.2276360919927667,-0.5462705699410167,-1.7580203025210765,49,20,
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,0.006925373134328359,0.2307303482587065,-0.4235515684492444,-1.6678280516853328,57,48,
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,0.007291877658497063,0.2333972528461994,-0.2803472442679351,-1.3913751322147838,71,297,
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,0.0073556913103104355,0.2333972528461994,-0.46947135856738653,-1.7205412772657256,58,34,
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,0.007199025362720124,0.2333972528461994,-0.3568648576906565,-1.5709620817503962,64,92,
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.007504078303425775,0.23438519575856445,0.5747280259929144,1.9118505707236142,22,12,
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,0.007686559197181595,0.23639125900255398,-0.3276367873325237,-1.5091326339043296,71,130,
GOBP_LIPID_METABOLIC_PROCESS,0.008360193392425464,0.2436154366960054,-0.2725556742165591,-1.365607503961722,82,353,
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,0.008530805687203791,0.2436154366960054,-0.5403538320319516,-1.7160180931941205,62,19,
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS,0.008049189491335942,0.2436154366960054,-0.3605483699105626,-1.5678118675587573,71,85,
GOBP_STEROID_METABOLIC_PROCESS,0.00822065981611682,0.2436154366960054,-0.3411585208954612,-1.5439785490916011,75,112,
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.008530805687203791,0.2436154366960054,-0.5403538320319516,-1.7160180931941205,62,19,
GOBP_RESPONSE_TO_STEROID_HORMONE,0.00865850842761487,0.24377969502538202,-0.3854021958763743,-1.600793881586749,74,64,
GOBP_CELL_ACTIVATION,0.00904121110176619,0.24758056154014538,-0.31360968492737706,-1.4750478139420826,85,155,
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.008931561906888466,0.24758056154014538,-0.35759373785726006,-1.5571338190750175,79,86,
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,0.009449465899753493,0.2552632747784761,-0.5564134579729374,-1.7138302282053886,68,17,
GOBP_KETONE_METABOLIC_PROCESS,0.009941520467836258,0.26497465886939575,-0.3956937333052331,-1.6125857284732936,84,57,
GOBP_HEAD_DEVELOPMENT,0.010223150489172255,0.267673229574399,-0.3442470444286362,-1.5288175132049782,92,97,
GOBP_RESPONSE_TO_CORTICOSTEROID,0.010310574625927323,0.267673229574399,-0.46840977538744066,-1.6934616869536194,81,32,
GOBP_RESPONSE_TO_NUTRIENT,0.010578194494530593,0.2711001383918802,-0.4154333336607918,-1.6216765440389964,87,46,
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,0.010813529485728656,0.27362336002495674,-0.4668292578393324,-1.6877475749646769,85,32,
GOBP_RESPONSE_TO_HORMONE,0.01125,0.281109375,-0.30265192475345243,-1.4407294795631032,107,174,
GOBP_RESPONSE_TO_WOUNDING,0.011457329478530892,0.28275557564917597,-0.32409523050257444,-1.4877668845329681,106,126,
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS,0.01178026205072725,0.28371980529402135,-0.4172524010856446,-1.6244059459815925,97,45,
GOBP_TRANSLATION,0.011736139214892756,0.28371980529402135,-0.2740455071787781,-1.3612830537830478,115,300,
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,0.012916862376702677,0.3046769105103968,-0.3933046650295228,-1.5914852031082403,109,55,
GOBP_REGULATION_OF_COAGULATION,0.01310766098243828,0.3046769105103968,-0.46800260620953393,-1.6637087293112212,102,30,
GOBP_RESPONSE_TO_DEXAMETHASONE,0.012973908029407524,0.3046769105103968,-0.6104984299157777,-1.699502015611216,89,12,
GOBP_FATTY_ACID_METABOLIC_PROCESS,0.013614775725593668,0.30579704129732294,-0.3101055632942889,-1.4457935480036905,128,143,
GOBP_METENCEPHALON_DEVELOPMENT,0.013405196241017136,0.30579704129732294,-0.5569775358425046,-1.6862906222175233,96,16,
GOBP_MIDBRAIN_DEVELOPMENT,0.013581223628691984,0.30579704129732294,-0.5090693671886576,-1.6781455179910767,102,22,
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.013807429130009775,0.30667834256543935,-0.42598891389129573,-1.6153086830590548,112,40,
GOBP_ACUTE_INFLAMMATORY_RESPONSE,0.014395020101154196,0.31383687697848184,-0.4876967641411659,-1.661112233225174,110,25,
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,0.014600715137067939,0.31383687697848184,-0.6330053233279868,-1.668939482411483,97,10,
GOBP_RESPONSE_TO_METAL_ION,0.014508804961789789,0.31383687697848184,-0.3406660708333093,-1.4996530711408167,130,92,
GOBP_NADP_METABOLIC_PROCESS,0.015173129295811178,0.3226711219396441,-0.485505753476386,-1.6536495742821689,116,25,
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,0.015353726231250739,0.3230747235396866,-0.3917396973145588,-1.573853228709072,129,53,
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.015594286463110995,0.3247185274974883,-0.4984849178040502,-1.6618116330892465,118,23,
GOBP_ACUTE_PHASE_RESPONSE,0.015980766511101682,0.32597502301726794,-0.5734469183706703,-1.6738657491823028,112,14,
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.015855354659248956,0.32597502301726794,-0.5624506682826435,-1.67683048162093,113,15,
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.016798167472639347,0.33918724017985913,-0.45843227925915553,-1.6296870459307267,131,30,
GOBP_PLASMINOGEN_ACTIVATION,0.017524339360222532,0.3458424322578661,-0.5598674469271533,-1.6691291407675428,125,15,
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,0.017689331122166942,0.3458424322578661,-0.5499587279838204,-1.6650406630906391,127,16,
GOBP_RESPONSE_TO_AMINE,0.017878426698450536,0.3458424322578661,-0.6261231644238386,-1.6507944427158039,119,10,
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.01799280287884846,0.3458424322578661,-0.5045111789518716,-1.6407558274667187,134,21,
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.017559952824007338,0.3458424322578661,-0.49272720925033553,-1.642617016135436,133,23,
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.01849727559506739,0.35071254886269204,-0.5806888277508682,-1.6572086197644664,128,13,
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,0.018597063621533443,0.35071254886269204,0.5251491134775802,1.7469247833922228,56,12,
GOBP_MUSCLE_CELL_PROLIFERATION,0.018848570329529427,0.352133570922704,-0.4716737406269369,-1.6380500337852448,146,27,
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,0.01915455746367239,0.35453667009149176,0.49777812105719216,1.7099098019110763,57,13,
GOBP_APOPTOTIC_CELL_CLEARANCE,0.02050473186119874,0.35854237716306686,-0.5761326709160395,-1.6442059546212062,142,13,
GOBP_CARBOHYDRATE_PHOSPHORYLATION,0.020805860805860808,0.35854237716306686,-0.6067274730054237,-1.6436528733467661,141,11,
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,0.0199374511336982,0.35854237716306686,-0.48313838794465713,-1.6274289694297954,152,24,
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.02074688796680498,0.35854237716306686,-0.4412235147828111,-1.5951740482992038,164,32,
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,0.019939577039274924,0.35854237716306686,-0.4050331588671915,-1.5678385536873864,164,44,
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.02022344788573045,0.35854237716306686,-0.5628787486497552,-1.64301773734252,142,14,
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,0.02074688796680498,0.35854237716306686,-0.4406047547483268,-1.5929370189567855,164,32,
GOBP_RESPONSE_TO_OSMOTIC_STRESS,0.020252197172334733,0.35854237716306686,0.42212470353443265,1.6541202497658039,52,19,
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,0.021378941742383754,0.3652692695985053,-0.3089277848143944,-1.4232347314694138,199,131,
GOBP_HORMONE_METABOLIC_PROCESS,0.02181944123758947,0.36652994146169204,-0.36336164107573665,-1.5092469582709416,188,64,
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.021767334582672625,0.36652994146169204,-0.5882424391610798,-1.6375459166377069,150,12,
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS,0.022055643649992792,0.3674102638027966,-0.5865538945934321,-1.6328453559883331,152,12,
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.024685201346465527,0.3692779993486351,-0.426382214027357,-1.5626261021857775,197,34,
GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,0.02308574706051047,0.3692779993486351,-0.5689907898395544,-1.6238239766742126,160,13,
GOBP_DE_NOVO_PROTEIN_FOLDING,0.024217961654894045,0.3692779993486351,-0.582480550157161,-1.6215060031898725,167,12,
GOBP_ERYTHROCYTE_HOMEOSTASIS,0.02359061214614082,0.3692779993486351,-0.4042509424573035,-1.5515205982501583,194,42,
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.024938734323194465,0.3692779993486351,-0.5807028524550687,-1.6165572585579326,172,12,
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,0.0236318407960199,0.3692779993486351,-0.53450371924535,-1.618249482791867,170,16,
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.023499638467100507,0.3692779993486351,0.4451178107738822,1.6459174434011288,64,16,
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.02490617536676902,0.3692779993486351,0.47007735485481933,1.657954723493731,72,14,
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,0.024262784621127288,0.3692779993486351,-0.42441275032558795,-1.5641152860888996,194,35,
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,0.02379862700228833,0.3692779993486351,-0.3574836154077974,-1.500061588644955,207,68,
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.024093539624424235,0.3692779993486351,-0.380468715813258,-1.5285709385859483,203,53,
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,0.023837902264600714,0.3692779993486351,-0.6147882122866419,-1.6209094663090413,159,10,
GOBP_RESPONSE_TO_KETONE,0.02298166230054775,0.3692779993486351,-0.3881692276007501,-1.537261582968538,192,49,
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.024542518837459636,0.3692779993486351,-0.3144902743886183,-1.4332820645625577,227,119,
GOBP_SULFUR_COMPOUND_TRANSPORT,0.02408947519357614,0.3692779993486351,-0.5676692595836677,-1.620052505230862,167,13,
GOBP_AMINO_ACID_CATABOLIC_PROCESS,0.025408139802253392,0.373462290181651,-0.3565745298560169,-1.4904944248717378,220,67,
GOBP_ACYL_COA_METABOLIC_PROCESS,0.02616933096506809,0.3801043627884939,-0.3807990838801009,-1.5206014489181465,220,51,
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,0.02624032119300258,0.3801043627884939,-0.5648904408114308,-1.6121221263393812,182,13,
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,0.026805811336198075,0.38274869186471394,-0.275090906661433,-1.3423071155619115,261,229,
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,0.02666666666666667,0.38274869186471394,-0.5939646028129316,-1.6090776658650143,181,11,
GOBP_WOUND_HEALING,0.027009437032216074,0.38292102572624065,-0.3164772271504672,-1.4279848267322361,248,110,
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.02801667969768048,0.3916457532563865,-0.4694348624749689,-1.5812692874646268,214,24,
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS,0.027988804478208718,0.3916457532563865,-0.48680420712390443,-1.5831697551939818,209,21,
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS,0.030828792658445656,0.4221010720837868,-0.5576315702818947,-1.5914062760656742,214,13,
GOBP_NUCLEAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.030783582089552237,0.4221010720837868,0.34753672090542,1.5684156588032603,65,30,
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0.030813475760065736,0.4221010720837868,-0.5148363215962091,-1.5857669110738308,224,17,
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,0.032179650422502606,0.42223261568171877,-0.3578114181018628,-1.4786905582174086,277,62,
GOBP_AMIDE_METABOLIC_PROCESS,0.032474334799916196,0.42223261568171877,-0.29004909542291024,-1.3681213076974847,309,158,
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS,0.03231991235278006,0.42223261568171877,-0.5114339502533968,-1.5752871378560251,235,17,
GOBP_HINDBRAIN_DEVELOPMENT,0.03318672530987605,0.42223261568171877,-0.4787904756571709,-1.5571077427899898,248,21,
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.03334467505954406,0.42223261568171877,-0.3425503184529296,-1.4560052721323744,293,74,
GOBP_MYELOID_CELL_HOMEOSTASIS,0.03199520671060515,0.42223261568171877,-0.38458114136124977,-1.507875301536427,266,47,
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.031832520791511325,0.42223261568171877,-0.5560149633646427,-1.586792695108008,221,13,
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,0.03271420011983223,0.42223261568171877,-0.3839510013057483,-1.5054046327385855,272,47,
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.03176930596285435,0.42223261568171877,-0.3999811501487374,-1.516689763105135,259,40,
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,0.033373063170441,0.42223261568171877,-0.5985736830227639,-1.5781593233324696,223,10,
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.032527472527472526,0.42223261568171877,-0.5843172671012015,-1.5829425858361192,221,11,
GOBP_RESPONSE_TO_PEPTIDE,0.032919646613378206,0.42223261568171877,-0.2909720753591034,-1.3678830506890258,312,154,
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.03413919413919414,0.4265265567765568,-0.5800845103513476,-1.5714758514230343,232,11,
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE,0.03399267399267399,0.4265265567765568,-0.5807023962441791,-1.5731497329733821,231,11,
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,0.03450419645632577,0.42840924668444236,-0.28239764648692267,-1.3509541544742703,332,183,
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,0.03493840985442329,0.42847779938032005,-0.3321973084550063,-1.4383089464408796,311,82,
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.03474124261208015,0.42847779938032005,-0.565834556004627,-1.5751669804703758,240,12,
GOBP_ZYMOGEN_ACTIVATION,0.035205696202531646,0.42912308968817536,-0.4707530022363032,-1.5518357451881992,266,22,
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.035832101012399045,0.43411133287142845,-0.34426821947106123,-1.4533387015126888,314,70,
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS,0.036769905246782635,0.44111060929474577,-0.5387991787409333,-1.572730556377386,259,14,
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.03685116145683969,0.44111060929474577,-0.5486915859633826,-1.5658927508088156,256,13,
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,0.03713490959666203,0.4418612159745679,-0.523164053767991,-1.559705555911435,266,15,
GOBP_GMP_BIOSYNTHETIC_PROCESS,0.03748017875162174,0.4429386312936984,-0.5625584317458325,-1.5660469246137505,259,12,
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,0.03766861796894884,0.4429386312936984,-0.4288844138416894,-1.5246469436421892,295,30,
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.038534798534798534,0.4504740483687852,-0.575300532200985,-1.5585158326621873,262,11,
GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.03918355184743742,0.4527625441793492,-0.590517545055499,-1.5569190489874842,262,10,
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.039154078549848946,0.4527625441793492,-0.384163205686572,-1.4870532735346695,323,44,
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,0.039575566389446516,0.4546641219109402,-0.5448459680124883,-1.5549178690615173,275,13,
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT,0.04030547305897327,0.455201359575636,-0.5325521362375751,-1.5544957204316845,284,14,
GOBP_GLYCOLYTIC_PROCESS_THROUGH_GLUCOSE_6_PHOSPHATE,0.04002262763399802,0.455201359575636,-0.5330638044026985,-1.555989256780228,282,14,
GOBP_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.04017800381436745,0.455201359575636,-0.43026967647487374,-1.519861764986379,315,29,
GOBP_REGULATION_OF_DNA_REPLICATION,0.04071486159634507,0.45724161983760553,-0.478125727933973,-1.5387150308250206,302,20,
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,0.04133738601823708,0.4590746369469774,0.5154594836840678,1.6147526355610595,135,10,
GOBP_REGULATION_OF_CELL_CELL_ADHESION,0.04114843659188655,0.4590746369469774,-0.35118548070980504,-1.4453394384091651,353,61,
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,0.041971693509028796,0.46354373107485397,0.3252443810707356,1.4902427347026987,85,32,
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,0.04240766073871409,0.465785240751041,-0.34056821153897965,-1.4328852259138143,371,69,
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.043085761181780875,0.47064719454852444,-0.2700672324840914,-1.3128141763066048,419,220,
